Id,AB_Thorn,AB_W_Thorn,Nar,Cal,cal_riosu_zr, Na_un_cusal,Na_un_cusba,srtm,slope,intDrain,extDrain,effDepth,trmm_0,trmm_1,trmm_2,trmm_3,tempAvg_0,tempRang_0,PrecAcc_0,tempAvg_1,tempRang_1,PrecAcc_1,tempAvg_2,tempRang_2,PrecAcc_2,tempAvg_3,tempRang_3,PrecAcc_3,Yield
1,1,1,0,0,0,0,1,2349,32,2,3,70,3.822440167,4.8146157,3.426696733,3.656759637,15.5,7.6,210,15.5,7.2,321,151,74,286,157,79,222,0.00118
2,1,1,0,0,0,0,1,2349,32,2,3,70,1.4509891,4.008026667,4.7970986,2.961126137,15.5,8.4,180,15.5,7.6,210,155,72,321,151,74,286,0.00147
3,1,1,0,0,0,0,1,2349,32,2,3,70,1.125383167,4.006805267,4.5879162,3.550940333,15.5,8.4,180,15.5,7.6,210,155,72,321,151,74,286,0.00147
4,1,1,0,0,0,0,1,2349,32,2,3,70,3.467805067,3.894923967,3.681143333,4.69856237,15.5,7.6,210,15.5,7.2,321,151,74,286,157,79,222,0.00147
5,1,1,0,0,0,0,1,2349,32,2,3,70,1.292576267,3.525988867,4.457657933,3.145616267,15.5,8.4,180,15.5,7.6,210,155,72,321,151,74,286,0.00176
6,1,1,0,0,0,0,1,2399,50,2,2,75,1.245746033,2.118952067,1.3957803,7.2881774,14.6,8,144,14,7.9,121,140,75,153,140,72,270,0.00214
7,1,1,0,0,0,0,1,2349,32,2,3,70,3.401254767,2.907155333,4.404803667,3.214887937,15.5,8.4,180,15.5,7.6,210,155,72,321,151,74,286,0.00235
8,1,1,0,0,0,0,1,2349,32,2,3,70,1.529360067,1.6490497,4.1522457,4.678530467,15.3,8.1,200,15.5,8.4,180,155,76,210,155,72,321,0.00235
9,1,1,0,0,0,0,1,2399,50,2,2,75,2.4647065,0.6907342,3.200793767,7.511240733,14.6,8,144,14,7.9,121,140,75,153,140,72,270,0.0025
10,1,1,0,0,0,0,1,2399,50,2,2,75,0.8027038,2.0179651,7.830376833,5.769733367,14,7.9,121,14,7.5,153,140,72,270,142,70,309,0.0025
11,0,1,0,0,0,0,1,2331,2,2,2,75,4.490317233,4.691298067,2.901512867,1.3218506,15.1,7.5,279,15.3,7.4,338,154,81,246,157,82,202,0.00267
12,0,1,0,0,0,0,1,2331,2,2,2,75,2.473164767,1.554052767,1.1462866,3.789316867,15.4,8.1,246,15.7,8.2,202,158,84,178,157,76,208,0.00289
13,0,1,0,0,0,0,1,2331,2,2,2,75,2.915040567,1.2986223,1.268334367,3.456328267,15.4,8.1,246,15.7,8.2,202,158,84,178,157,76,208,0.00289
14,1,1,0,0,0,0,1,2349,32,2,3,70,1.4904492,1.006705167,3.559744267,4.7913762,15.3,8.1,200,15.5,8.4,180,155,76,210,155,72,321,0.00294
15,1,1,0,0,0,0,1,2349,32,2,3,70,1.4504941,1.279280867,3.553902267,3.436973633,15.3,8.1,200,15.5,8.4,180,155,76,210,155,72,321,0.00294
16,0,1,0,0,0,0,1,2331,2,2,2,75,2.7909908,2.080983197,5.3748122,3.8231898,15.4,8.1,129,15.2,7.7,179,151,75,279,153,74,338,0.00311
17,1,1,0,0,0,0,1,2349,32,2,3,70,3.766939667,5.1590607,3.039027833,3.319416237,15.5,7.6,210,15.5,7.2,321,151,74,286,157,79,222,0.00323
18,0,1,0,0,0,0,1,2331,2,2,2,75,3.341887267,5.762997433,3.188047567,1.4425326,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.00333
19,0,1,0,0,0,0,1,2331,2,2,2,75,2.05965613,3.012508667,5.817395433,2.8541115,15.4,8.1,129,15.2,7.7,179,151,75,279,153,74,338,0.00333
20,1,1,0,0,0,0,1,2399,50,2,2,75,2.6905669,0.8490655,2.583795667,7.064728767,14.6,8,144,14,7.9,121,140,75,153,140,72,270,0.00333
21,1,1,0,0,0,0,1,2399,50,2,2,75,2.7578684,1.282327,5.8828667,8.063703833,14,7.9,121,14,7.5,153,140,72,270,142,70,309,0.00333
22,1,1,0,0,0,0,1,2399,50,2,2,75,0.6068297,2.6164688,1.3167326,4.311898933,14.7,7.7,205,14.6,8,144,140,79,121,140,75,153,0.00333
23,1,1,0,0,0,0,1,2399,50,2,2,75,2.6039221,1.2558209,4.385357333,8.862771,14.6,8,144,14,7.9,121,140,75,153,140,72,270,0.00333
24,1,1,0,0,0,0,1,2349,32,2,3,70,1.594145567,3.539792667,3.266171933,4.096487167,15.5,8.4,180,15.5,7.6,210,155,72,321,151,74,286,0.00353
25,1,1,0,0,0,0,1,2349,32,2,3,70,1.490694767,1.018937,4.036146067,4.423865,15.3,8.1,200,15.5,8.4,180,155,76,210,155,72,321,0.00353
26,1,1,0,0,0,0,1,2349,32,2,3,70,5.083606533,3.991674767,2.857289267,1.4100636,15,7.4,283,15,7.4,342,152,81,245,153,81,200,0.00353
27,1,1,0,0,0,0,1,2349,32,2,3,70,3.761441533,4.484624367,3.403351537,3.3075418,15.5,7.6,210,15.5,7.2,321,151,74,286,157,79,222,0.00353
28,0,1,0,0,0,0,1,2331,2,2,2,75,0.505885133,3.044595,1.852282097,3.383248567,15.9,7.9,219,15.8,8.2,151,154,81,129,152,77,179,0.00356
29,0,1,0,0,0,0,1,2331,2,2,2,75,1.571172597,4.988865433,4.342229967,2.916058067,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.00378
30,0,1,0,0,0,0,1,2331,2,2,2,75,1.973482197,4.968935433,4.172439767,2.637404067,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.00378
31,1,1,0,0,0,0,1,2349,32,2,3,70,5.2650614,2.840483367,1.2854127,1.617256367,15,7.4,342,15.2,8.1,245,153,81,200,155,84,180,0.00382
32,0,1,0,0,0,0,1,2331,2,2,2,75,2.813581467,1.3125403,1.636085967,2.9168064,15.4,8.1,246,15.7,8.2,202,158,84,178,157,76,208,0.004
33,0,1,0,0,0,0,1,2331,2,2,2,75,1.678501397,3.527466167,5.837297633,2.903907367,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.00422
34,0,1,0,0,0,0,1,2331,2,2,2,75,5.083606533,3.991674767,2.857289267,1.4100636,15.1,7.5,279,15.3,7.4,338,154,81,246,157,82,202,0.00422
35,1,1,0,0,0,0,1,2349,32,2,3,70,1.4239568,1.525121867,2.274113467,3.697183533,15.2,8.1,245,15.3,8.1,200,155,84,180,155,76,210,0.00441
36,0,1,0,0,0,0,1,2331,2,2,2,75,2.646952867,1.3789345,1.023490667,3.530178667,15.4,8.1,246,15.7,8.2,202,158,84,178,157,76,208,0.00444
37,0,1,0,0,0,0,1,2331,2,2,2,75,3.050345563,5.6671639,2.930285633,2.361684267,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.00467
38,0,1,0,0,0,0,1,2331,2,2,2,75,3.352851,1.760601497,4.2564051,5.2685029,15.4,8.1,129,15.2,7.7,179,151,75,279,153,74,338,0.00467
39,1,1,0,0,0,0,1,2349,32,2,3,70,5.257953733,3.3270369,2.575953667,1.490694767,15,7.4,283,15,7.4,342,152,81,245,153,81,200,0.0047
40,0,1,0,0,0,0,1,2331,2,2,2,75,3.400791433,1.587395297,5.578074733,3.818012967,15.4,8.1,129,15.2,7.7,179,151,75,279,153,74,338,0.00489
41,1,1,0,0,0,0,1,2349,32,2,3,70,5.534138133,3.317145467,1.5532944,1.529360067,15,7.4,283,15,7.4,342,152,81,245,153,81,200,0.005
42,0,1,0,0,0,0,1,2331,2,2,2,75,1.4504941,1.279280867,3.553902267,3.436973633,15.7,8.2,202,15.8,8.4,178,157,76,208,158,72,319,0.00511
43,0,1,0,0,0,0,1,2331,2,2,2,75,5.257953733,3.3270369,2.575953667,1.490694767,15.1,7.5,279,15.3,7.4,338,154,81,246,157,82,202,0.00511
44,0,1,0,0,0,0,1,2331,2,2,2,75,1.4239568,1.525121867,2.274113467,3.697183533,15.4,8.1,246,15.7,8.2,202,158,84,178,157,76,208,0.00511
45,0,1,0,0,0,0,1,2044,12,2,2,72,4.457345197,1.402927133,1.4770781,2.8522697,16.8,7.7,240,17.4,8.2,185,171,85,120,169,84,117,0.00548
46,0,1,0,0,0,0,1,2331,2,2,2,75,1.153097667,3.406423733,1.835415797,5.083606533,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.00556
47,1,1,0,0,0,0,1,2349,32,2,3,70,3.7957019,2.708897967,1.2617441,1.090431367,15,7.4,342,15.2,8.1,245,153,81,200,155,84,180,0.00558
48,0,1,0,0,0,0,1,2331,2,2,2,75,1.4904492,1.006705167,3.559744267,4.7913762,15.7,8.2,202,15.8,8.4,178,157,76,208,158,72,319,0.00578
49,1,1,0,0,0,0,1,2349,32,2,3,70,3.903979867,2.917317467,1.2237038,1.247233167,15,7.4,342,15.2,8.1,245,153,81,200,155,84,180,0.00588
50,0,1,0,0,0,0,1,2331,2,2,2,75,2.684447167,2.14139663,2.974089567,5.802360733,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.00622
51,0,1,0,0,0,0,1,2331,2,2,2,75,5.534138133,3.317145467,1.5532944,1.529360067,15.1,7.5,279,15.3,7.4,338,154,81,246,157,82,202,0.00622
52,0,1,0,0,0,0,1,2331,2,2,2,75,1.159302133,2.023279833,2.413778367,2.965743163,15.9,7.9,219,15.8,8.2,151,154,81,129,152,77,179,0.00644
53,1,1,0,0,0,0,1,2349,32,2,3,70,4.490317233,4.691298067,2.901512867,1.3218506,15,7.4,283,15,7.4,342,152,81,245,153,81,200,0.00647
54,0,1,0,0,0,0,1,2331,2,2,2,75,2.8474857,2.230362067,1.522791967,1.438878,15.3,7.4,338,15.4,8.1,246,157,82,202,158,84,178,0.00667
55,0,1,0,0,0,0,1,2331,2,2,2,75,1.490694767,1.018937,4.036146067,4.423865,15.7,8.2,202,15.8,8.4,178,157,76,208,158,72,319,0.00667
56,0,1,0,0,0,0,1,2331,2,2,2,75,3.198423433,0.505885133,3.169303,1.818941397,15.9,7.9,219,15.8,8.2,151,154,81,129,152,77,179,0.00667
57,0,1,0,0,0,0,1,2331,2,2,2,75,3.7957019,2.708897967,1.2617441,1.090431367,15.3,7.4,338,15.4,8.1,246,157,82,202,158,84,178,0.00689
58,0,1,0,0,0,0,1,2331,2,2,2,75,5.2650614,2.840483367,1.2854127,1.617256367,15.3,7.4,338,15.4,8.1,246,157,82,202,158,84,178,0.00711
59,0,1,0,0,0,0,1,2331,2,2,2,75,1.125383167,4.006805267,4.5879162,3.550940333,15.8,8.4,178,15.7,7.6,208,158,72,319,153,74,280,0.00711
60,0,1,0,0,0,0,1,2331,2,2,2,75,1.292576267,3.525988867,4.457657933,3.145616267,15.8,8.4,178,15.7,7.6,208,158,72,319,153,74,280,0.00711
61,1,1,0,0,0,0,1,2399,50,2,2,75,1.0209854,2.4495012,0.933311,3.7724877,14.7,7.7,205,14.6,8,144,140,79,121,140,75,153,0.0075
62,0,1,0,0,0,0,1,2331,2,2,2,75,3.903979867,2.917317467,1.2237038,1.247233167,15.3,7.4,338,15.4,8.1,246,157,82,202,158,84,178,0.00756
63,0,1,0,0,0,0,1,2331,2,2,2,75,1.594145567,3.539792667,3.266171933,4.096487167,15.8,8.4,178,15.7,7.6,208,158,72,319,153,74,280,0.00756
64,0,1,0,0,0,0,1,2044,12,2,2,72,4.4940516,1.006065133,2.638219167,2.034713133,16.8,7.7,240,17.4,8.2,185,171,85,120,169,84,117,0.00762
65,1,1,0,0,0,0,1,2349,32,2,3,70,1.153097667,3.406423733,1.835415797,5.083606533,15.5,8.1,155,15.1,8.1,130,151,76,181,150,74,283,0.00764
66,1,1,0,0,0,0,1,2349,32,2,3,70,0.534587333,3.4449317,1.725711397,4.740146933,15.5,8.1,155,15.1,8.1,130,151,76,181,150,74,283,0.00781
67,0,1,0,0,0,0,1,2044,12,2,2,72,3.198423433,0.505885133,3.169303,1.818941397,17.4,8.2,185,17.1,8.5,120,169,84,117,166,79,148,0.00786
68,1,1,0,0,0,0,1,2349,32,2,3,70,2.813581467,1.3125403,1.636085967,2.9168064,15.2,8.1,245,15.3,8.1,200,155,84,180,155,76,210,0.00794
69,1,1,0,0,0,0,1,2349,32,2,3,70,2.473164767,1.554052767,1.1462866,3.789316867,15.2,8.1,245,15.3,8.1,200,155,84,180,155,76,210,0.00794
70,1,1,0,0,0,0,1,2267,7,2,3,70,4.301429837,0.8322731,2.797930767,1.318521933,14.5,7.4,285,15.2,7.9,222,151,82,159,147,81,129,0.00806
71,1,1,0,0,0,0,1,2399,50,2,2,75,2.76698307,0.6068297,2.6792023,1.2929211,14.7,7.7,205,14.6,8,144,140,79,121,140,75,153,0.00833
72,1,1,0,0,0,0,1,2349,32,2,3,70,5.2310603,4.181314163,4.055107833,0.543171333,15.5,7.6,210,15.5,7.2,321,151,74,286,157,79,222,0.00882
73,1,1,0,0,0,0,1,2349,32,2,3,70,2.646952867,1.3789345,1.023490667,3.530178667,15.2,8.1,245,15.3,8.1,200,155,84,180,155,76,210,0.00882
74,1,1,0,0,0,0,1,2349,32,2,3,70,2.915040567,1.2986223,1.268334367,3.456328267,15.2,8.1,245,15.3,8.1,200,155,84,180,155,76,210,0.00911
75,0,1,0,0,0,0,1,2331,2,2,2,75,1.529360067,1.6490497,4.1522457,4.678530467,15.7,8.2,202,15.8,8.4,178,157,76,208,158,72,319,0.00956
76,0,1,0,0,0,0,1,2331,2,2,2,75,1.4509891,4.008026667,4.7970986,2.961126137,15.8,8.4,178,15.7,7.6,208,158,72,319,153,74,280,0.00956
77,1,1,0,0,0,0,1,2349,32,2,3,70,1.159302133,2.023279833,2.413778367,2.965743163,15.7,7.9,222,15.5,8.1,155,151,81,130,151,76,181,0.0097
78,1,1,0,0,0,0,1,2267,7,2,3,70,4.348167637,1.0769726,2.238519067,1.506844533,14.5,7.4,285,15.2,7.9,222,151,82,159,147,81,129,0.00972
79,0,1,0,0,0,0,1,2331,2,2,2,75,2.023279833,2.313193067,2.344093397,5.4789364,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.00978
80,1,1,0,0,0,0,1,2399,50,2,2,75,5.0158663,2.190063803,0.6068297,2.7578684,13.6,7.1,262,14.7,7.7,205,146,80,144,140,79,121,0.01
81,1,1,0,0,0,0,1,2399,50,2,2,75,3.968995167,4.292757037,0.9716618,2.6448663,14.6,6.8,267,13.6,7.1,262,147,77,205,146,80,144,0.01
82,1,1,0,0,0,0,1,2399,50,2,2,75,4.533158503,1.3210617,2.6905464,0.7731012,13.6,7.1,262,14.7,7.7,205,146,80,144,140,79,121,0.01
83,1,1,0,0,0,0,1,2399,50,2,2,75,1.443691903,2.3672277,1.0413261,1.8893692,14.7,7.7,205,14.6,8,144,140,79,121,140,75,153,0.01
84,0,1,0,0,0,0,1,2044,12,2,2,72,5.443573763,2.167143333,0.484059133,3.352851,16.8,7.7,240,17.4,8.2,185,171,85,120,169,84,117,0.01
85,0,1,0,0,0,0,1,2044,12,2,2,72,5.12286273,1.376048667,0.8431986,3.685684733,16.8,7.7,240,17.4,8.2,185,171,85,120,169,84,117,0.01024
86,1,1,0,0,0,0,1,2349,32,2,3,70,2.023279833,2.313193067,2.344093397,5.4789364,15.5,8.1,155,15.1,8.1,130,151,76,181,150,74,283,0.01058
87,1,1,0,0,0,0,1,2349,32,2,3,70,4.265030633,5.584259563,1.937060533,0.487284333,15.5,7.2,321,15.1,7.4,286,157,79,222,155,81,155,0.01058
88,1,1,0,0,0,0,1,2399,50,2,2,75,3.5194093,4.842832003,0.7978989,2.8398553,14.6,6.8,267,13.6,7.1,262,147,77,205,146,80,144,0.01083
89,1,1,0,0,0,0,1,2399,50,2,2,75,4.7471222,5.1943872,1.871782703,0.8510077,14.6,6.8,267,13.6,7.1,262,147,77,205,146,80,144,0.01083
90,0,1,0,0,0,0,1,2331,2,2,2,75,1.385043767,0.8442071,3.424325433,1.711834997,15.9,7.9,219,15.8,8.2,151,154,81,129,152,77,179,0.01111
91,1,1,0,0,0,0,1,2349,32,2,3,70,4.4940516,1.006065133,2.638219167,2.034713133,15.1,7.4,286,15.7,7.9,222,155,81,155,151,81,130,0.01117
92,1,1,0,0,0,0,1,2349,32,2,3,70,2.684447167,2.14139663,2.974089567,5.802360733,15.5,8.1,155,15.1,8.1,130,151,76,181,150,74,283,0.01117
93,1,1,0,0,0,0,1,2349,32,2,3,70,3.341887267,5.762997433,3.188047567,1.4425326,15.1,7.6,181,15,7.4,283,150,74,342,152,81,245,0.01146
94,1,1,0,0,0,0,1,2267,7,2,3,70,1.889931767,2.040025533,2.221906233,6.182176,15.1,8.2,159,14.7,8.1,129,146,77,180,145,74,286,0.01167
95,1,1,0,0,0,0,1,2349,32,2,3,70,2.8474857,2.230362067,1.522791967,1.438878,15,7.4,342,15.2,8.1,245,153,81,200,155,84,180,0.01176
96,1,0,0,1,0,0,0,1960,14,3,2,64,1.6196872,1.858177233,3.979479267,0.7303236,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.0119
97,1,0,0,1,0,0,0,1960,14,3,2,64,1.4639445,2.991369667,2.985789233,0.4490539,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.0119
98,0,1,0,0,0,0,1,2044,12,2,2,72,4.117828233,5.01621643,1.275835533,0.978936467,17,7.5,278,16.8,7.7,240,174,82,185,171,85,120,0.0119
99,0,1,0,0,0,0,1,2044,12,2,2,72,1.385043767,0.8442071,3.424325433,1.711834997,17.4,8.2,185,17.1,8.5,120,169,84,117,166,79,148,0.01214
100,1,1,0,0,0,0,1,2349,32,2,3,70,5.443573763,2.167143333,0.484059133,3.352851,15.1,7.4,286,15.7,7.9,222,155,81,155,151,81,130,0.01235
101,0,1,0,0,0,0,1,2331,2,2,2,75,4.4940516,1.006065133,2.638219167,2.034713133,15.3,7.4,280,15.9,7.9,219,158,82,151,154,81,129,0.01244
102,1,1,0,0,0,0,1,2399,50,2,2,75,5.905670167,4.392299733,3.25103167,0.6241094,14.5,7.3,175,14.6,6.8,267,136,71,262,147,77,205,0.0125
103,1,1,0,0,0,0,1,2399,50,2,2,75,3.337833667,4.235029537,0.7032616,2.6039221,14.6,6.8,267,13.6,7.1,262,147,77,205,146,80,144,0.0125
104,1,1,0,0,0,0,1,2399,50,2,2,75,4.552767603,1.0586177,2.6101216,0.672852,13.6,7.1,262,14.7,7.7,205,146,80,144,140,79,121,0.0125
105,1,1,0,0,0,0,1,2349,32,2,3,70,0.505885133,3.044595,1.852282097,3.383248567,15.7,7.9,222,15.5,8.1,155,151,81,130,151,76,181,0.01293
106,0,1,0,0,0,0,1,2331,2,2,2,75,4.457345197,1.402927133,1.4770781,2.8522697,15.3,7.4,280,15.9,7.9,219,158,82,151,154,81,129,0.01311
107,0,1,0,0,0,0,1,2331,2,2,2,75,3.822440167,4.8146157,3.426696733,3.656759637,15.7,7.6,208,15.8,7.2,319,153,74,280,159,79,219,0.01311
108,0,1,0,0,0,0,1,2331,2,2,2,75,0.534587333,3.4449317,1.725711397,4.740146933,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.01314
109,1,1,0,0,0,0,1,2349,32,2,3,70,3.050345563,5.6671639,2.930285633,2.361684267,15.1,7.6,181,15,7.4,283,150,74,342,152,81,245,0.01323
110,1,1,0,0,0,0,1,2349,32,2,3,70,4.117828233,5.01621643,1.275835533,0.978936467,15.5,7.2,321,15.1,7.4,286,157,79,222,155,81,155,0.01352
111,0,1,0,0,0,0,1,2331,2,2,2,75,3.587651997,4.5636563,0.681857633,2.638219167,15.8,7.2,319,15.3,7.4,280,159,79,219,158,82,151,0.01356
112,0,1,0,0,0,0,1,2331,2,2,2,75,3.467805067,3.894923967,3.681143333,4.69856237,15.7,7.6,208,15.8,7.2,319,153,74,280,159,79,219,0.01356
113,0,1,0,0,0,0,1,2331,2,2,2,75,3.766939667,5.1590607,3.039027833,3.319416237,15.7,7.6,208,15.8,7.2,319,153,74,280,159,79,219,0.01422
114,0,1,0,0,0,0,1,2331,2,2,2,75,3.401254767,2.907155333,4.404803667,3.214887937,15.8,8.4,178,15.7,7.6,208,158,72,319,153,74,280,0.01444
115,0,1,0,0,0,0,1,2044,12,2,2,72,3.587651997,4.5636563,0.681857633,2.638219167,17,7.5,278,16.8,7.7,240,174,82,185,171,85,120,0.01452
116,0,1,0,0,0,0,1,2331,2,2,2,75,4.316876867,4.331336997,1.321534233,2.024288333,15.8,7.2,319,15.3,7.4,280,159,79,219,158,82,151,0.01467
117,1,1,0,0,0,0,1,2349,32,2,3,70,3.198423433,0.505885133,3.169303,1.818941397,15.7,7.9,222,15.5,8.1,155,151,81,130,151,76,181,0.01499
118,1,1,0,0,0,0,1,2349,32,2,3,70,4.457345197,1.402927133,1.4770781,2.8522697,15.1,7.4,286,15.7,7.9,222,155,81,155,151,81,130,0.01499
119,1,1,0,0,0,0,1,2267,7,2,3,70,4.491263237,1.2143429,1.877478467,1.9971631,14.5,7.4,285,15.2,7.9,222,151,82,159,147,81,129,0.015
